x,y,event,endX,endY,Count,WeightedCount,Goals,WeightedProbabiliticGoals,GoalProbability
64,66,Pass,120,0,2,0,0,0,0
64,66,Pass,120,2,4,0.002,0,0,0
64,66,Pass,120,4,4,0.004,0,0,0
64,66,Pass,120,6,5,0.008,0,0,0
64,66,Pass,120,8,5,0.011,0,0,0
64,66,Pass,120,10,5,0.011,0,0,0
64,66,Pass,120,12,5,0.008,0,0,0
64,66,Pass,120,14,6,0.005,0,0,0
64,66,Pass,120,16,6,0.003,0,0,0
64,66,Pass,120,18,6,0.002,0,0,0
64,66,Pass,120,20,5,0.001,0,0,0
64,66,Pass,120,22,3,0.001,0,0,0
64,66,Pass,120,24,3,0.002,0,0,0
64,66,Pass,120,26,3,0.002,0,0,0
64,66,Pass,120,28,3,0.002,0,0,0
64,66,Pass,120,30,2,0.001,0,0,0
64,66,Pass,120,32,3,0.001,0,0,0
64,66,Pass,120,34,3,0,0,0,0
64,66,Pass,120,36,3,0,0,0,0
64,66,Pass,120,38,2,0,0,0,0
64,66,Pass,120,40,1,0,0,0,0
64,66,Pass,120,42,1,0,0,0,0
64,66,Pass,120,44,1,0,0,0,0
64,66,Pass,120,46,3,0,0,0,0
64,66,Pass,120,48,4,0,0,0,0
64,66,Pass,120,50,6,0,0,0,0
64,66,Pass,120,52,5,0,0,0,0
64,66,Pass,120,54,7,0,0,0,0
64,66,Pass,120,56,9,0,0,0,0
64,66,Pass,120,58,9,0,0,0,0
64,66,Pass,120,60,10,0,0,0,0
64,66,Pass,120,62,11,0,0,0,0
64,66,Pass,120,64,10,0,0,0,0
64,66,Pass,120,66,11,0.001,0,0,0
64,66,Pass,120,68,11,0.003,0,0,0
64,66,Pass,120,70,12,0.006,0,0,0
64,66,Pass,120,72,11,0.009,0,0,0
64,66,Pass,120,74,11,0.009,0,0,0
64,66,Pass,120,76,9,0.006,0,0,0
64,66,Pass,120,78,8,0.003,0,0,0
64,66,Pass,120,80,8,0.001,0,0,0
64,66,Pass,118,0,3,0,0,0,0
64,66,Pass,118,2,4,0.001,0,0,0
64,66,Pass,118,4,5,0.004,0,0,0
64,66,Pass,118,6,5,0.007,0,0,0
64,66,Pass,118,8,5,0.009,0,0,0
64,66,Pass,118,10,6,0.009,0,0,0
64,66,Pass,118,12,6,0.007,0,0,0
64,66,Pass,118,14,7,0.004,0,0,0
64,66,Pass,118,16,7,0.003,0,0,0
64,66,Pass,118,18,8,0.002,0,0,0
64,66,Pass,118,20,8,0.001,0,0,0
64,66,Pass,118,22,6,0.001,0,0,0
64,66,Pass,118,24,4,0.002,0,0,0
64,66,Pass,118,26,5,0.002,0,0,0
64,66,Pass,118,28,6,0.002,0,0,0
64,66,Pass,118,30,5,0.001,0,0,0
64,66,Pass,118,32,4,0,0,0,0
64,66,Pass,118,34,4,0,0,0,0
64,66,Pass,118,36,5,0,0,0,0
64,66,Pass,118,38,4,0,0,0,0
64,66,Pass,118,40,3,0,0,0,0
64,66,Pass,118,42,2,0,0,0,0
64,66,Pass,118,44,3,0,0,0,0
64,66,Pass,118,46,7,0,0,0,0
64,66,Pass,118,48,7,0,0,0,0
64,66,Pass,118,50,8,0,0,0,0
64,66,Pass,118,52,9,0,0,0,0
64,66,Pass,118,54,11,0,0,0,0
64,66,Pass,118,56,11,0,0,0,0
64,66,Pass,118,58,13,0,0,0,0
64,66,Pass,118,60,15,0,0,0,0
64,66,Pass,118,62,14,0,0,0,0
64,66,Pass,118,64,18,0,0,0,0
64,66,Pass,118,66,20,0.001,0,0,0
64,66,Pass,118,68,19,0.003,0,0,0
64,66,Pass,118,70,18,0.006,0,0,0
64,66,Pass,118,72,17,0.008,0,0,0
64,66,Pass,118,74,14,0.008,0,0,0
64,66,Pass,118,76,11,0.005,0,0,0
64,66,Pass,118,78,12,0.002,0,0,0
64,66,Pass,118,80,10,0.001,0,0,0
64,66,Pass,116,0,3,0,0,0,0
64,66,Pass,116,2,4,0.001,0,0,0
64,66,Pass,116,4,6,0.002,0,0,0
64,66,Pass,116,6,7,0.004,0,0,0
64,66,Pass,116,8,6,0.006,0,0,0
64,66,Pass,116,10,6,0.005,0,0,0
64,66,Pass,116,12,7,0.004,0,0,0
64,66,Pass,116,14,11,0.003,0,0,0
64,66,Pass,116,16,13,0.002,0,0,0
64,66,Pass,116,18,15,0.001,0,0,0
64,66,Pass,116,20,15,0.001,0,0,0
64,66,Pass,116,22,12,0.001,0,0,0
64,66,Pass,116,24,12,0.001,0,0,0
64,66,Pass,116,26,10,0.001,0,0,0
64,66,Pass,116,28,7,0.001,0,0,0
64,66,Pass,116,30,6,0.001,0,0,0
64,66,Pass,116,32,6,0,0,0,0
64,66,Pass,116,34,7,0,0,0,0
64,66,Pass,116,36,8,0,0,0,0.001
64,66,Pass,116,38,7,0,0,0,0
64,66,Pass,116,40,3,0,0,0,0
64,66,Pass,116,42,4,0,0,0,0
64,66,Pass,116,44,8,0,0,0,0
64,66,Pass,116,46,10,0,0,0,0
64,66,Pass,116,48,10,0,0,0,0
64,66,Pass,116,50,14,0,0,0,0
